timestamp,nr samples,same data split,Dataset,Bias Mitigation,ML method,ML bias mit,Sensitive attrs,Race split,accuracy,precision,recall,f1score,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,[MEOD] M Equal Opportunity Difference,[MEOD] M Average Odds Difference,race|[+%] Proportion of Positive labels for the group,race|[+%] Proportion of Positive true labels for the group,race|[DI] Disparate Impact,race|[SPD] Statistical Parity Difference,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[AOD] Abs Average Odds Difference,race|[EOD] Abs Equal Opportunity Difference,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,VAR|[MEOD] M Equal Opportunity Difference,VAR|[MEOD] M Average Odds Difference,VAR|race|[+%] Proportion of Positive labels for the group,VAR|race|[+%] Proportion of Positive true labels for the group,VAR|race|[DI] Disparate Impact,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[AOD] Abs Average Odds Difference,VAR|race|[EOD] Abs Equal Opportunity Difference
2023-03-18 16:22:04.392503,50,False,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],African-American,0.6456228253305498,0.6612690000000001,0.7254255999999999,0.6916804000000001,0.04868973819945967,0.3263344645315469,0.14786439999999998,0.16373119999999997,0.505895976136931,0.48421812349852694,1.3868286,-0.1949608,-0.16373119999999997,-0.14786439999999998,0.16373119999999997,0.14786439999999998,0.00012479722455881914,0.00025910626500000024,0.00020797378863999982,0.00011292882784000011,2.747304911632871e-05,0.0013733890014189037,0.0009439508126399999,0.00041809304656,0.0003415903842432154,0.0002676511994958044,0.0026214567800400025,0.00044050483536,0.00041809304656,0.0009439508126399999,0.00041809304656,0.0009439508126399999
2023-03-18 16:22:04.352808,50,False,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],Hispanic,0.6456228253305498,0.6612690000000001,0.7254255999999999,0.6916804000000001,0.0106080914531889,0.2002826732357171,0.0764372,0.1161334,0.7214507505663217,0.6367867234872598,0.819895,0.1316322,0.1161334,0.0749396,0.1161334,0.0764372,0.0001247972245588,0.000259106265,0.0002079737886399,0.00011292882784,1.0313401223070368e-05,0.0034424864317268,0.00134629716416,0.0020966226944399,0.0015681623548606,0.001145269481057,0.002248097881,0.00172278914916,0.0020966226944399,0.0015729990598399,0.0020966226944399,0.00134629716416
2023-03-18 16:22:04.319022,50,False,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],Other,0.6456228253305498,0.6612690000000001,0.7254255999999999,0.6916804000000001,0.0089008987544123,0.2376302035996326,0.1194442,0.1373577999999999,0.7520413788191357,0.642777607895547,0.7900428000000003,0.160045,0.1373577999999999,0.1194442,0.1373577999999999,0.1194442,0.0001247972245588,0.000259106265,0.0002079737886399,0.00011292882784,7.510686978204964e-06,0.0038878617153981,0.00178586123636,0.00248230517716,0.0021841897304402,0.0021764377110741,0.00249934739616,0.002098324041,0.00248230517716,0.00178586123636,0.00248230517716,0.00178586123636
2023-03-18 16:22:04.285875,50,False,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],Caucasian,0.6456228253305498,0.6612690000000001,0.7254255999999999,0.6916804000000001,0.0291807479918584,0.2093763867854917,0.0932124,0.1096378,0.6867268784364144,0.604054392003027,0.8115316,0.1296716,0.1096378,0.0932124,0.1096378,0.0932124,0.0001247972245588,0.000259106265,0.0002079737886399,0.00011292882784,2.0975091334342472e-05,0.0010916559229838,0.00089104893024,0.00041471130916,0.0003480559965358,0.0004029748456284,0.0007146351974399,0.00041868190944,0.00041471130916,0.00089104893024,0.00041471130916,0.00089104893024
2023-03-18 16:17:34.704489,50,False,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],African-American,0.6530549756437022,0.6707188000000001,0.7313076,0.6995414000000001,0.0468521125498736,0.3131841459709108,0.143125,0.1533004,0.5105495608514281,0.4878853125259752,1.369254,-0.1876115999999999,-0.1533004,-0.143125,0.1533004,0.143125,8.918603620683891e-05,0.00018780438256,0.00027833165424,0.0001138250840399,4.721152976242696e-05,0.0021795957809082,0.001135506857,0.00082487553184,0.000339884452342,0.0003137108226147,0.0040007552,0.0007600331974399,0.00082487553184,0.001135506857,0.00082487553184,0.001135506857
2023-03-18 16:17:34.670491,50,False,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],Hispanic,0.6530549756437022,0.6707188000000001,0.7313076,0.6995414000000001,0.0099067927896254,0.1895876291652475,0.0809971999999999,0.103661,0.7159886834175082,0.6393970036513599,0.8286986000000001,0.124329,0.1036582,0.0768871999999999,0.103661,0.0809971999999999,8.918603620683891e-05,0.00018780438256,0.00027833165424,0.0001138250840399,1.0083655729318354e-05,0.0033422718191362,0.00124818405616,0.0018830237169999,0.0014274898687656,0.001187108349656,0.0023745327880399,0.001589602481,0.00188360421076,0.0018970889401599,0.0018830237169999,0.00124818405616
2023-03-18 16:17:34.629761,50,False,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],Other,0.6530549756437022,0.6707188000000001,0.7313076,0.6995414000000001,0.0084181893287502,0.2244413585254387,0.1093262,0.1283293999999999,0.7442363743737016,0.6420589600446124,0.800721,0.150672,0.1283293999999999,0.1093262,0.1283293999999999,0.1093262,8.918603620683891e-05,0.00018780438256,0.00027833165424,0.0001138250840399,7.877886107836198e-06,0.0043977817972695,0.00245818054356,0.00293857239764,0.0022295566980656,0.0018884463103109,0.002823253161,0.002323101996,0.00293857239764,0.00245818054356,0.00293857239764,0.00245818054356
2023-03-18 16:17:34.597517,50,False,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],Caucasian,0.6530549756437022,0.6707188000000001,0.7313076,0.6995414000000001,0.028527130431498,0.2038856793478052,0.0910662,0.1039387999999999,0.6857199519190832,0.6109718177338478,0.8164549999999999,0.1266512,0.1039387999999999,0.0908034,0.1039387999999999,0.0910662,8.918603620683891e-05,0.00018780438256,0.00027833165424,0.0001138250840399,4.513550156600327e-05,0.0021863978293076,0.0014146772115599,0.00100371153056,0.0006505342687655,0.0002637880827965,0.0014959795009999,0.00090353021856,0.00100371153056,0.00146247254244,0.00100371153056,0.0014146772115599
2023-03-18 16:14:23.136290,50,False,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],African-American,0.6656784968684761,0.7018398,0.6833756000000001,0.6923438000000001,0.0270937336105287,0.2027250552119623,0.0477819999999999,0.0690071999999999,0.4835558735480698,0.4869397457355562,1.2258248,-0.1085142,-0.0690071999999999,-0.0473635999999999,0.0690071999999999,0.0477819999999999,0.0001272288349122,0.00026372477796,0.0002381277926399,0.0001544497675599,2.9803963265159585e-05,0.0017618090820811,0.000744103064,0.00051687395616,0.0002981361646735,0.0002237029003935,0.00272315643296,0.0004757681083599,0.00051687395616,0.00078391198304,0.00051687395616,0.000744103064
2023-03-18 16:14:23.103072,50,False,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],Hispanic,0.6656784968684761,0.7018398,0.6833756000000001,0.6923438000000001,0.0137164577289053,0.2814748883899766,0.122522,0.1488336,0.6914600130911058,0.6288247811160254,0.7558730000000001,0.1701876,0.1488336,0.122522,0.1488336,0.122522,0.0001272288349122,0.00026372477796,0.0002381277926399,0.0001544497675599,1.0950779190623428e-05,0.0032023039851978,0.00239591146,0.00141071196304,0.0013586316767846,0.0013470871487972,0.001803838845,0.0014680306542399,0.00141071196304,0.00239591146,0.00141071196304,0.00239591146
